LANG_CODE,పుస్తకం పేరు,బుక్ నేమ్,రచయిత,పబ్లిషర్,PLACE_OF_PUB,PAGINATION,ITEM_RUPEES,YEAR_OF_PUB,BINDING,ISBN,References
TEL,10524 మధురవాణి,,,,,16,,,,,https://archive.org/
TEL,10984 వసంతోత్సవ సంప్రదాయం,,,,,276,,,,,https://archive.org/
TEL,బాల నాగమ్మ,,,,,259,,,,,https://archive.org/
TEL,బాల లోకము,,,,,259,,,,,https://archive.org/
TEL,ఆంగ్లదేశ చరిత్ర,,కే.ఏ. నాగేశ్వరరావు,,,250,,,,,https://archive.org/
TEL,10974 తిరుపతి వెంకటేశ్వర కర్ణామృతము,,,,,194,,,,,https://archive.org/
TEL,[ భారతి సాహిత్య మాస పత్రిక సంపుటి33 సంచిక 1 జనవరి 1956],,జీ. తంబయ్య,,,156,,,,,https://archive.org/
TEL,[ భారతి సాహిత్య మాస పత్రిక సంపుటి33 సంచిక 4 ఏప్రియల్ 1956],,జీ. తంబయ్య,,,156,,,,,https://archive.org/
TEL,[ భారతి సాహిత్య మాస పత్రిక సంపుటి33 సంచిక 5 మే 1956],,జీ. తంబయ్య,,,156,,,,,https://archive.org/
TEL,[ భారతి సాహిత్య మాస పత్రిక సంపుటి33 సంచిక 6 జూన్ 1956],,జీ. తంబయ్య,,,156,,,,,https://archive.org/
TEL,[ భారతి సాహిత్య మాస పత్రిక సంపుటి34 సంచిక 1 జనవరి 1957],,,,,155,,,,,https://archive.org/
TEL,11017 జ్ఞానలహరి,,,,,142,,,,,https://archive.org/
TEL,ఆరుద్ర రచన కవితలు,,భుజంగ రావు,,,126,,,,,https://archive.org/
TEL,12972 శ్రీభద్రశైల రామశతకము,,,,,124,,,,,https://archive.org/
TEL,10594 శ్రీ సీతారాముల మహిమ,,,,,122,,,,,https://archive.org/
TEL,10196 సాజ్ఞాపరిణ్యము,,,,,106,,,,,https://archive.org/
TEL,10470 శ్రీరామలీల తరంగిణి,,,,,92,,,,,https://archive.org/
TEL,భాసుడు,,కళ్లకూరి గోపాలరాయ,,,88,,,,,https://archive.org/
TEL,10983 నామలింగాను శాసనము,,,,,76,,,,,https://archive.org/
TEL,10189 సనాతన ధర్మసమ్హితా,,,,,71,,,,,https://archive.org/
TEL,10152 బ్రహ్మజ్ఞాన దీపిక,,,,,66,,,,,https://archive.org/
TEL,10260 మహాదేవమననము,,,,,64,,,,,https://archive.org/
TEL,10975 త్రైషంకువిజయము,,,,,64,,,,,https://archive.org/
TEL,10200 గణోదయము,,,,,62,,,,,https://archive.org/
TEL,10457 శివరామ కీర్తనలు,,,,,50,,,,,https://archive.org/
TEL,10199 భక్తపాపహరప్రభోధిని,,,,,47,,,,,https://archive.org/
TEL,10504 శ్రీమన్నారాయణ కవచము,,,,,46,,,,,https://archive.org/
TEL,10361 కుమారనీతిరత్నావళి,,,,,44,,,,,https://archive.org/
TEL,10438 శ్రీ శారదారామయనము,,,,,44,,,,,https://archive.org/
TEL,10981 శ్రీభోజరాజు చరిత్రము,,,,,44,,,,,https://archive.org/
TEL,10550 ఉద్బంధనాదిదుర్మరణ నారాయణబలి ప్రయోగం,,,,,42,,,,,https://archive.org/
TEL,10747 మల్లె మొగ్గ,,,,,38,,,,,https://archive.org/
TEL,10360 పాంధుడు,,,,,36,,,,,https://archive.org/
TEL,10362 పురుష్హసూక్తం,,,,,36,,,,,https://archive.org/
TEL,10982 శ్రీమద్భాగవతము ఆంధ్రవచనము,,,,,36,,,,,https://archive.org/
TEL,10335 ఈశ్వరతారావైళి,,,,,34,,,,,https://archive.org/
TEL,10202 వేదాంతదర్పణ మనియోగ శాస్త్రము,,,,,33,,,,,https://archive.org/
TEL,10363 బుధోత్పత్తి,,,,,32,,,,,https://archive.org/
TEL,10201పరమార్ధ బాలబోధ,,,,,30,,,,,https://archive.org/
TEL,10623 దేవతల పాటలు,,,,,30,,,,,https://archive.org/
TEL,10900 శ్రీ ఆత్మారామ తత్త్వామృతము,,,,,30,,,,,https://archive.org/
TEL,10599 కవిహృదయము,,,,,28,,,,,https://archive.org/
TEL,10985 నాలోపాఖ్యానము,,,,,28,,,,,https://archive.org/
TEL,10459 పరమేశనుతి కందబము,,,,,24,,,,,https://archive.org/
TEL,10727 న్యాసములు,,,,,22,,,,,https://archive.org/
TEL,10942 రామానుజియతీంద్రులు శిష్యులకుపదేషించిన 74 వార్తలు,,,,,22,,,,,https://archive.org/
TEL,10729 శ్రీ తత్వజ్ఞానోపేత శ్రీ భగవద్గుణ కీర్తనలు,,,,,20,,,,,https://archive.org/
TEL,10153 అయం బ్రమభంజనీనామకో గ్రధ,,,,,18,,,,,https://archive.org/
TEL,10945 వసిష్ఠ సిద్దాంత,,,,,16,,,,,https://archive.org/
TEL,ఆంధ్రరాష్ట్ర కాంగ్రెస్ డిసంబరు1955,,జనమంచి శేషాద్రి శర్మ,,,592,,,,,https://archive.org/
TEL,ఆంద్రసాహిత్య పరిషత్పత్త్రిక సంపుటి 27 సంచిక 1 ఏప్రియల్ మే1938,,,,,346,,,,,https://archive.org/
TEL,10088 మనోహితము,,,,,328,,,,,https://archive.org/
TEL,11021 వ్యుత్పత్తివాదం,,,,,316,,,,,https://archive.org/
TEL,అదృష్ట దీపిక,,బండారు అచ్చమ్మ,,,314,,,,,https://archive.org/
TEL,10988 అబలాసచ్చరిత్ర రత్నమాల,,,,,194,,,,,https://archive.org/
TEL,11022 యాజుషష్రౌతస్మార్తానుక్రమణిక,,,,,153,,,,,https://archive.org/
TEL,10776 చంద్రశేఖరస్తోత్రమాల సుజ్ఞాన రత్నమాల వేందాంతచూర్ణిక చిదానంద దండకము,,,,,144,,,,,https://archive.org/
TEL,బుడా దీదీ,,పరవస్తు చిన్నయ సూరి,,,137,,,,,https://archive.org/
TEL,10371 గుల్ష్హనే హింద్,,,,,130,,,,,https://archive.org/
TEL,10250 గుణదోష్హ ప్రకాషికా తత్సభోధిని,,,,,118,,,,,https://archive.org/
TEL,10253 వివాహసమయ మీమాంసాబ్ధియానవిమర్ష్హౌ,,,,,110,,,,,https://archive.org/
TEL,చాటుపద్య రత్నాకరం,,భూపాలుడు బడ్డి,,,99,,,,,https://archive.org/
TEL,10948 శ్రీ భగవద్గీతలు,,,,,96,,,,,https://archive.org/
TEL,10090 గురు దక్షిణ,,,,,94,,,,,https://archive.org/
TEL,10089 అనుభవసుధానిధి 2 వ భాగం,,,,,87,,,,,https://archive.org/
TEL,బుచ్చిబాబు సాహిత్య వ్యాసాలు,,పరవస్తు చిన్నయ సూరి,,,83,,,,,https://archive.org/
TEL,11019 జ్ఞానలహరి,,,,,82,,,,,https://archive.org/
TEL,10161 భగవదవతారస్తుతి,,,,,78,,,,,https://archive.org/
TEL,10252 మోక్షసారార్ధసంగ్రహము గీతార్ధ సంగ్రహము,,,,,72,,,,,https://archive.org/
TEL,10205 నానార్ధ గంభీర చమత్కారిక,,,,,57,,,,,https://archive.org/
TEL,10242 శ్రీ భగవద్భక్తి జ్ఞాన సార సంగ్రహము,,,,,54,,,,,https://archive.org/
TEL,10159 జయార్ద ప్రకాశిక,,,,,54,,,,,https://archive.org/
TEL,10249 లోకానుభవము,,,,,50,,,,,https://archive.org/
TEL,10256 బ్రహ్మవిద్యాభ్యాసులకై జ్ఞానతత్వబోధ కీర్తనలు,,,,,50,,,,,https://archive.org/
TEL,10449 ఆంతరంగికజీవితము,,,,,46,,,,,https://archive.org/
TEL,10741 శ్రావణ మంగళ షుక్రవారముల పాటలు,,,,,46,,,,,https://archive.org/
TEL,10254 శ్రీ రాజాగొడేనారాయణ గజపతిరాయని గారు చే వారి హలులో జరిపించిన సంకీర్తనానంతరం చేసిన ఉపన్యాసము,,,,,45,,,,,https://archive.org/
TEL,10450 బ్రహ్మజ్ఞనానందము,,,,,40,,,,,https://archive.org/
TEL,10163 భగవద్గీతార్ద మంజరి,,,,,38,,,,,https://archive.org/
TEL,10815 శ్రీబాలాత్రిపురసుందర్యైనమః,,,,,32,,,,,https://archive.org/
TEL,10075 సంధ్యావందనాదికం,,,,,32,,,,,https://archive.org/
TEL,10737 స్త్రీవిద్యాసారసంగ్రహము,,,,,32,,,,,https://archive.org/
TEL,10372 తిరుపతమ్మ,,,,,32,,,,,https://archive.org/
TEL,10076 సత్యవాక్యం,,,,,32,,,,,https://archive.org/
TEL,10261 చందమామ,,,,,30,,,,,https://archive.org/
TEL,10949 పురాణోక్తకర్మప్రకాశిక,,,,,28,,,,,https://archive.org/
TEL,10743 వైరాగ్య ప్రకరణనుబంధము,,,,,24,,,,,https://archive.org/
TEL,10786 యాజ్ఞావల్క్యచరిత్ర,,,,,24,,,,,https://archive.org/
TEL,10897 మోక్షకాంత చిద్విలాసము,,,,,24,,,,,https://archive.org/
TEL,10074 భారత సావిత్రి,,,,,23,,,,,https://archive.org/
TEL,10160 స్మార్తకారికా వృత్తి,,,,,22,,,,,https://archive.org/
TEL,బ్రహ్మవిద్య- ప్రాధమిక సూత్రాలు,,,,,21,,,,,https://archive.org/
TEL,10451 శ్రీ అగస్త్యేశ్వర స్తబకము,,,,,20,,,,,https://archive.org/
TEL,10740 శ్రావణీవిద్వత్సపర్య,,,,,20,,,,,https://archive.org/
TEL,10251 యాజుష్హస్మార్తమంత్రపాఠము,,,,,20,,,,,https://archive.org/
TEL,10162 శ్రీ గణనాధాభ్యుదయము,,,,,19,,,,,https://archive.org/
TEL,10164 నీతిశాస్త్రము,,,,,18,,,,,https://archive.org/
TEL,10258 స్త్రీ నీతిరత్నాకరము,,,,,16,,,,,https://archive.org/
TEL,సౌందర్య సూచీ,,అతక్అబుల్,,,620,,,,,https://archive.org/
TEL,సిద్ధంకండి,,అతక్అబుల్,,,620,,,,,https://archive.org/
TEL,భయం -అలెగ్జాండర్ అఫిజనీవ్,,అతక్అబుల్,,,619,,,,,https://archive.org/
TEL,ఆకాశవాణి,,పుదుపట్టుతిరువేంకటాచార్య,,,518,,,,,https://archive.org/
TEL,11005 న్యాయదర్షనపరిచయము మరియు కువివాదకుటారము,,,,,458,,,,,https://archive.org/
TEL,భారతి సాక్షాత్కారం,,చిలుకూరి వీరభద్ర రావు,,,437,,,,,https://archive.org/
TEL,10185 పశ్యశబ్ద విచారము,,,,,408,,,,,https://archive.org/
TEL,భారతీయ సాహిత్య సంకలనం,,చిలుకూరి వీరభద్ర రావు,,,404,,,,,https://archive.org/
TEL,బాలల శబ్ధ రత్నాకరము,,,,,320,,,,,https://archive.org/
TEL,బాలల విజ్ఞాన సారస్వము-సంస్కృతి విభాగము,,,,,320,,,,,https://archive.org/
TEL,ఆంధ్ర సాహిత్య పరిషత్ పత్రిక భాగం 33 34,,సి.రమేష్,,,240,,,,,https://archive.org/
TEL,10187 కాశీ ప్రభవము,,,,,150,,,,,https://archive.org/
TEL,10102 ఆబ్దిక విధి,,,,,138,,,,,https://archive.org/
TEL,10349 ఈశ్వరాస్తిత్వప్రమాణములు బ్రహ్మధర్మసిద్ధాంతములు,,,,,138,,,,,https://archive.org/
TEL,10566 సంగీత సత్యహరిశ్చంద్ర సచరిత్ర,,,,,124,,,,,https://archive.org/
TEL,10712 సితారామతారావళి,,,,,120,,,,,https://archive.org/
TEL,అనంత సంహిత ( వైష్ణవీయం),,డి.గోపాలాచారులు,,,114,,,,,https://archive.org/
TEL,అనంతుని చందము,,డి.గోపాలాచారులు,,,114,,,,,https://archive.org/
TEL,బౌద్ద దర్శనం,,రామకృష్ణ కవి,,,102,,,,,https://archive.org/
TEL,అమూల్యమైన పుస్తకాలు,,రామకృష్ణ కవి,,,98,,,,,https://archive.org/
TEL,10920 తత్వసంగ్రహరామాయణంతర్గత సుందరాకాండము,,,,,96,,,,,https://archive.org/
TEL,భారవి అవతారిక,,కే.గోపాల రావు,,,82,,,,,https://archive.org/
TEL,10099 సంధ్యావందన క్రియాప్రయోగ,,,,,78,,,,,https://archive.org/
TEL,10960 కార్యాధికరణవాద,,,,,72,,,,,https://archive.org/
TEL,10959 శ్రీబ్రహ్మరాజమూర్ధాభిషిక్తానాం,,,,,70,,,,,https://archive.org/
TEL,10467 అమరావతి మహత్యము,,,,,68,,,,,https://archive.org/
TEL,10101 యోగ సారము,,,,,60,,,,,https://archive.org/
TEL,10957 సంస్కృతనాటక కధాసారము,,,,,57,,,,,https://archive.org/
TEL,12863 డబ్బే ప్రధానం,,,,,56,,,,,https://archive.org/
TEL,10295 పారువేట కధ,,,,,54,,,,,https://archive.org/
TEL,10506 శ్రీరామమోహన తారావళి,,,,,52,,,,,https://archive.org/
TEL,10409 కృష్హ్ణషుభోదయ,,,,,50,,,,,https://archive.org/
TEL,10456 భజనకీర్తనలు,,,,,48,,,,,https://archive.org/
TEL,10574 ఆంజనేయదండకము,,,,,47,,,,,https://archive.org/
TEL,10376 భక్తమనోరంజని కిర్తనలు,,,,,46,,,,,https://archive.org/
TEL,10691 శ్రీ రామదండకము,,,,,46,,,,,https://archive.org/
TEL,10958 ఏకాదిరత్నావళి,,,,,46,,,,,https://archive.org/
TEL,10210 మునిభావ భోధిని,,,,,44,,,,,https://archive.org/
TEL,10962 దైవజ్ఞాకర్ణామృతము,,,,,44,,,,,https://archive.org/
TEL,10097 ముక్తావళివ్యాఖ్యామంజూషా,,,,,40,,,,,https://archive.org/
TEL,10463 శివభజన కీర్తనలు,,,,,36,,,,,https://archive.org/
TEL,10095 దృష్టాంత నీతిపద్యములు,,,,,34,,,,,https://archive.org/
TEL,10488 గోదావరి పుష్కర మహాత్యము,,,,,28,,,,,https://archive.org/
TEL,10100 వైకుంట షిఖరిషి పంచదశి,,,,,25,,,,,https://archive.org/
TEL,10418 సారంగధర చరిత్రము,,,,,22,,,,,https://archive.org/
TEL,10425 శ్రీహనుమద్వాదషమంజరి,,,,,20,,,,,https://archive.org/
TEL,10426 దసరాపద్యములు,,,,,18,,,,,https://archive.org/
TEL,అరణ్య పర్వము,,వీ.ఆర్.శాస్త్రులు,,,342,,,,,https://archive.org/
TEL,ఆరాధన భాగం 4 1958,,వీ.ఆర్.శాస్త్రులు,,,342,,,,,https://archive.org/
TEL,ఆరాధన భాగం 5 1959,,వీ.ఆర్.శాస్త్రులు,,,342,,,,,https://archive.org/
TEL,ఆరాధన భాగం 3 1957,,వీ.ఆర్.శాస్త్రులు,,,341,,,,,https://archive.org/
TEL,అర్చన అతిలకం,,వీ.ఆర్.శాస్త్రులు,,,340,,,,,https://archive.org/
TEL,అర్చన నవనీతం,,వీ.ఆర్.శాస్త్రులు,,,340,,,,,https://archive.org/
TEL,అర్చావతార ప్రభవము,,వీ.ఆర్.శాస్త్రులు,,,340,,,,,https://archive.org/
TEL,ఆంద్రసాహిత్య పరిషత్పత్త్రిక సంపుటి 26 సంచిక 5 1937 డిసెంబరు 1938 జనవరి,,,,,332,,,,,https://archive.org/
TEL,అరక్షణీయ,,వీ.ఆర్.శాస్త్రులు,,,320,,,,,https://archive.org/
TEL,అరవింద,,వీ.ఆర్.శాస్త్రులు,,,320,,,,,https://archive.org/
TEL,అరవింద (నవల),,వీ.ఆర్.శాస్త్రులు,,,320,,,,,https://archive.org/
TEL,అరవింద భాగం 2,,వీ.ఆర్.శాస్త్రులు,,,294,,,,,https://archive.org/
TEL,అరవిందయోగి సావిత్రి-4 యోగవిభూతి,,వీ.ఆర్.శాస్త్రులు,,,294,,,,,https://archive.org/
TEL,అర్చావతారము,,వీ.ఆర్.శాస్త్రులు,,,294,,,,,https://archive.org/
TEL,భారతి సంపుటం 24 సంచిక 1 జనవరి 1947,,A లక్ష్మిపతి,,,265,,,,,https://archive.org/
TEL,భారతి సంపుటం 24 సంచిక 2 ఫిబ్రవరి 1947,,A లక్ష్మిపతి,,,265,,,,,https://archive.org/
TEL,ఆంధ్ర మహాభారతం - ఆది పర్వం,,పిళ్ళేస గంగాధరం,,,219,,,,,https://archive.org/
TEL,10070 కందవాసంద్య వ్యాఖ్య,,,,,214,,,,,https://archive.org/
TEL,10327 షని గ్రహము,,,,,180,,,,,https://archive.org/
TEL,10793 నుజ్ఞాన దీపమను గురుగీతలు,,,,,124,,,,,https://archive.org/
TEL,ఆంధ్ర సాహిత్యంలో హరిశ్చంద్రోపాఖ్యానం,,కురుగంటి సీతారామయ్య,,,121,,,,,https://archive.org/
TEL,11018 శ్రీభగవద్గీతా భాష్యార్కప్రకాశవిలసిత శ్రీషాజ్కరభాష్యోపేతా,,,,,120,,,,,https://archive.org/
TEL,ఆంధ్ర శ్రీమద్రామాయణము,,కురుగంటి సీతారామయ్య,,,114,,,,,https://archive.org/
TEL,10980 భక్తజనాందము,,,,,114,,,,,https://archive.org/
TEL,ఆధ్యాత్మసంకీర్తనలు,,డి.కృష్ణమాచార్యులు,,,104,,,,,https://archive.org/
TEL,భారతి భాగం 3 1926(A),,జయదేవ్,,,100,,,,,https://archive.org/
TEL,10139 జీవబ్రహ్మైక్య రాజయోగ సారామృతము,,,,,92,,,,,https://archive.org/
TEL,10773 జ్ఞాన బోధావళి,,,,,92,,,,,https://archive.org/
TEL,10954 శుద్ధనిర్గుణకందార్ధ దర్వులు,,,,,90,,,,,https://archive.org/
TEL,10103 భారతీ నిగయొప లక్షణములు,,,,,86,,,,,https://archive.org/
TEL,10950 అమ్న్నదానమహాత్యము,,,,,82,,,,,https://archive.org/
TEL,12957 బ్రతుకు దెరువు,,,,,80,,,,,https://archive.org/
TEL,10636 శ్రీమహావాక్య దర్పణము,,,,,78,,,,,https://archive.org/
TEL,10802 అర్తింతవ,,,,,78,,,,,https://archive.org/
TEL,10141 శ్రీరామాయణ సంగ్రహుత్పలము,,,,,76,,,,,https://archive.org/
TEL,10564 శ్రీశైల మల్లేశ్వరస్తోత్రములు,,,,,74,,,,,https://archive.org/
TEL,10909 పుణ్యాహవాచనం,,,,,68,,,,,https://archive.org/
TEL,10491 శ్రీమత్కోటీశ్వరస్వామిదండకము,,,,,68,,,,,https://archive.org/
TEL,10801 కేవలాత్మశతకము,,,,,68,,,,,https://archive.org/
TEL,10576 పరషురామకవి పాటలపుస్తకము,,,,,65,,,,,https://archive.org/
TEL,10526 సేతుమాహాత్మ్యము,,,,,64,,,,,https://archive.org/
TEL,10120 అబలా సన్మార్గ భోధిని,,,,,62,,,,,https://archive.org/
TEL,11009 అద్వైతబోధిని,,,,,62,,,,,https://archive.org/
TEL,10952 చాదస్తాల చెల్లెమ్మ,,,,,62,,,,,https://archive.org/
TEL,10489 సత్యజ్ఞానానందాట వెలదులు,,,,,58,,,,,https://archive.org/
TEL,10140 బ్రహ్మనంద చంద్రిక,,,,,56,,,,,https://archive.org/
TEL,10532 బ్రహ్మజ్ఞానామృతసారము,,,,,56,,,,,https://archive.org/
TEL,10537 బ్రహ్మగీతా రహస్యము,,,,,54,,,,,https://archive.org/
TEL,10486 బాలా మోదిని,,,,,54,,,,,https://archive.org/
TEL,10197 వైకుంట స్తుతి,,,,,53,,,,,https://archive.org/
TEL,10495 శ్రీ అకారాది క్షకారాంత శివస్థోత్రమాల,,,,,50,,,,,https://archive.org/
TEL,10410 శ్రీచేతనాకల్పము,,,,,48,,,,,https://archive.org/
TEL,10770 ఆత్మయొక్క సేవ,,,,,48,,,,,https://archive.org/
TEL,11007 శ్రీ కాదంబరి,,,,,48,,,,,https://archive.org/
TEL,10791 ఉత్తరించు ఆత్మలయొక్క స్మరణమాసము,,,,,47,,,,,https://archive.org/
TEL,10191 ఆశీర్వచనమాంత్ర దర్పణము,,,,,47,,,,,https://archive.org/
TEL,10339 మేనకా కౌశిక సంవాదము,,,,,46,,,,,https://archive.org/
TEL,10494 భవానీ సహస్రనామావళి,,,,,46,,,,,https://archive.org/
TEL,10121 ఆనంద సుధాలహరి,,,,,44,,,,,https://archive.org/
TEL,10119 శ్రీ వైకుంఠ మార్గము,,,,,40,,,,,https://archive.org/
TEL,10797 భగవన్నామ సమ్మేళనమాటలు,,,,,38,,,,,https://archive.org/
TEL,అభయముద్ర కవితా సంపుటి,,మన్నవ సింహాచలం పంతులు,,,34,,,,,https://archive.org/
TEL,10462 భగవద్గుణనుభవము,,,,,34,,,,,https://archive.org/
TEL,10190 శ్రీ బ్రహ్మసూత్రతాత్పర్యదీపికా శ్రీ తైత్తిరీయకవల్లీ తాత్పర్య దీపికా,,,,,33,,,,,https://archive.org/
TEL,10354 బ్రహ్మబిలము,,,,,32,,,,,https://archive.org/
TEL,10485 శ్రీ మంగళగిరిక్షేత్ర స్తోత్రములు,,,,,32,,,,,https://archive.org/
TEL,10493 ఆగర్భ శూరులు,,,,,32,,,,,https://archive.org/
TEL,10800 ప్రాయశ్చిత్తపశు మీమాంస,,,,,32,,,,,https://archive.org/
TEL,10552 ఆంధ్రటీకాసహిత బ్రహ్మసూత్రములు,,,,,30,,,,,https://archive.org/
TEL,10898 శ్రీమద్దషోపనిషత్,,,,,30,,,,,https://archive.org/
TEL,10122 రెణుకా తంత్రము,,,,,28,,,,,https://archive.org/
TEL,10181 మానవధర్మ ప్రదీపిక,,,,,28,,,,,https://archive.org/
TEL,10484 శ్రీ ఆంజనేయ దండకము,,,,,28,,,,,https://archive.org/
TEL,10531 వేమననీతి వేదాంతరత్నావళి,,,,,28,,,,,https://archive.org/
TEL,10715 బాప్తిసమునకు సిద్ధపడేవారికి నేర్పవలసిన పాఠములు,,,,,28,,,,,https://archive.org/
TEL,10794 సతీహిత బోధిని,,,,,28,,,,,https://archive.org/
TEL,10414 ఆంజనేయదండకము,,,,,26,,,,,https://archive.org/
TEL,10548 శ్రీమద్భాగవతసారము,,,,,26,,,,,https://archive.org/
TEL,10777 భగవద్గీతామృతం,,,,,26,,,,,https://archive.org/
TEL,10355 భక్తి రసామృతము,,,,,24,,,,,https://archive.org/
TEL,10490 సత్యవేదసంక్షేప సంగ్రామము,,,,,24,,,,,https://archive.org/
TEL,10497 శ్రీరామవిన్నపములు,,,,,22,,,,,https://archive.org/
TEL,10534 పరమార్ధవినోదములు,,,,,22,,,,,https://archive.org/
TEL,10783 అద్వైతానంద లహరి,,,,,22,,,,,https://archive.org/
TEL,10422 హరిహరభజనకీర్తనలు,,,,,18,,,,,https://archive.org/
TEL,ఆంధ్ర పత్రిక భాగం 53,,కే.సుబ్రహ్మణ్యం,,,670,,,,,https://archive.org/
TEL,ఆంధ్ర పితామహ మాడపాటి హనుమంతరావు శష్టి పూర్తి సంచిక,,కే.సుబ్రహ్మణ్యం,,,670,,,,,https://archive.org/
TEL,ఆంధ్ర ప్రసన్న రాఘవ నాటకము,,కే.సుబ్రహ్మణ్యం,,,670,,,,,https://archive.org/
TEL,ఆంధ్ర ప్రజలు సిరిసంపదలు,,కే.సుబ్రహ్మణ్యం,,,669,,,,,https://archive.org/
TEL,ఆంధ్ర సారస్వత వ్యాసావళి,,రామస్వామి శాస్త్రులు,,,644,,,,,https://archive.org/
TEL,ఆంధ్ర పత్రిక భాగం 43,,,,,635,,,,,https://archive.org/
TEL,ఆంధ్ర పత్రిక భాగం 9,,,,,635,,,,,https://archive.org/
TEL,ఆంధ్ర ప్రతాపరుద్ర యక్షభూషణము,,,,,635,,,,,https://archive.org/
TEL,ఆంధ్ర ప్రదేశ్ పంచాయితీ సమితుల జిల్లాపరిషత్తుల చట్టం 1959 1959 35వ నంబరు చట్టం,,,,,635,,,,,https://archive.org/
TEL,10114 అషాచ సర్వస్వము,,,,,434,,,,,https://archive.org/
TEL,భక్త కుచేల (సుధామ),,కే.రామలింగ రెడ్డి,,,335,,,,,https://archive.org/
TEL,భక్త జానాభాయి,,కే.రామలింగ రెడ్డి,,,335,,,,,https://archive.org/
TEL,భక్త నరసింహ మెహతా,,కే.రామలింగ రెడ్డి,,,335,,,,,https://archive.org/
TEL,భక్త-ధన,,కే.రామలింగ రెడ్డి,,,335,,,,,https://archive.org/
TEL,10442 పరిశుద్ధ లేకనములు,,,,,266,,,,,https://archive.org/
TEL,10180 ఆర్య సప్తశతి,,,,,232,,,,,https://archive.org/
TEL,10955 స్త్రీ విద్యా ఉపన్యాస మంజరి,,,,,208,,,,,https://archive.org/
TEL,10990 కాశీ రామేశ్వరయాత్ర దర్పణము,,,,,186,,,,,https://archive.org/
TEL,దశావతార చరిత్ర,,వెంకట చార్యులు,,,185,,,,,https://archive.org/
TEL,దాసీ కన్య,,వెంకట చార్యులు,,,185,,,,,https://archive.org/
TEL,భారత నారీ మణులు,,యం. నరసింహా చార్య,,,184,,,,,https://archive.org/
TEL,భారత నీతులు,,యం. నరసింహా చార్య,,,184,,,,,https://archive.org/
TEL,భారత రమణీమణులు,,యం. నరసింహా చార్య,,,184,,,,,https://archive.org/
TEL,భారత స్వాతంత్ర సమర చరిత్ర,,యం. నరసింహా చార్య,,,184,,,,,https://archive.org/
TEL,10444 పాఘ్రేతి సూత్రార్థదర్పణ,,,,,180,,,,,https://archive.org/
TEL,10239 శీఖుల బలిదానము,,,,,172,,,,,https://archive.org/
TEL,10436 శ్రీ విష్హ్ణునామ సంకీర్తనలు,,,,,156,,,,,https://archive.org/
TEL,12958 చరిత్రహనులు,,,,,150,,,,,https://archive.org/
TEL,భరత మణి,,కే.M శర్మ,,,135,,,,,https://archive.org/
TEL,భరత జాతి వైతాళికుడు,,కే.M శర్మ,,,135,,,,,https://archive.org/
TEL,భరత జాతిరత్న బీ.ఆర్. అంబేద్కర్,,కే.M శర్మ,,,135,,,,,https://archive.org/
TEL,10435 శ్రీరామజయం భజన కీర్తనలు,,,,,134,,,,,https://archive.org/
TEL,10142 సప్తమ స్కందము,,,,,126,,,,,https://archive.org/
TEL,ఆంధ్ర తులసీ రామాయణము అరణ్యకాండ కాకాసురవధ,,,,,114,,,,,https://archive.org/
TEL,అనుపాన మంజరి,,వీ.వెంకటరాయ శాస్త్రి,,,105,,,,,https://archive.org/
TEL,అనుక్షణికం 2,,వీ.వెంకటరాయ శాస్త్రి,,,105,,,,,https://archive.org/
TEL,అనుపాన రత్నాకరము,,వెంకనార్య కోటి,,,105,,,,,https://archive.org/
TEL,అనుపానరత్నాకరము,,వీ.వెంకటరాయ శాస్త్రి,,,105,,,,,https://archive.org/
TEL,అనుపల్లవి,,వీ.వెంకటరాయ శాస్త్రి,,,105,,,,,https://archive.org/
TEL,10106 శ్రీ వైఖాసన సూత్రదర్పణం,,,,,102,,,,,https://archive.org/
TEL,బ్రహ్మమీమాంస దర్శనం,,D.గోపాలా చార్యులు,,,100,,,,,https://archive.org/
TEL,10447 స్వానుభవము,,,,,100,,,,,https://archive.org/
TEL,10779 ఆష్యలాయన శ్రౌస్మార్త దీపిక,,,,,98,,,,,https://archive.org/
TEL,10107 శ్రీ వివేకానంద స్వాముల వారి మహోపన్యాసములు,,,,,88,,,,,https://archive.org/
TEL,10105 పుర్ణభోధ సిద్దాంత సారామృతం,,,,,86,,,,,https://archive.org/
TEL,10964 యాజుషస్మార్తమంత్ర పాఠము,,,,,82,,,,,https://archive.org/
TEL,10445 హరిహరితారతమ్యషతష్లోకి,,,,,82,,,,,https://archive.org/
TEL,10965 వాష్చార్ధడ్వజధగితి శ్లోకవాఖ్య,,,,,82,,,,,https://archive.org/
TEL,10977 నుతనభజనకీర్తనలు,,,,,80,,,,,https://archive.org/
TEL,10963 దేవిభాగవతము,,,,,77,,,,,https://archive.org/
TEL,10283 అచలభోధయను శుద్ధనిర్గుణతత్వకందార్ధదరువులు తాత్పర్యసహితము,,,,,74,,,,,https://archive.org/
TEL,10144 బ్రహ్మసూత్ర సారము,,,,,72,,,,,https://archive.org/
TEL,10443 ఆర్యసూక్తిముక్తావళి,,,,,70,,,,,https://archive.org/
TEL,10112 శ్రీరంగావధూతల వారి దివ్య జీవితము,,,,,64,,,,,https://archive.org/
TEL,12967 వేణుగోపాలశతకము,,,,,63,,,,,https://archive.org/
TEL,10483 శ్రీ రామా నామామృత గేయము,,,,,56,,,,,https://archive.org/
